ID	Name	Type
19855515	国内有哪些冷门但有特色的旅游地点？	旅行
21274267	怎样做出优秀的扁平化设计风格 PPT 或 Keynote 幻灯片演示文稿？	扁平化设计 (Flat Design)
19761485	如何改掉晚睡强迫症？	心理学
22618603	有哪些「百元货」可以有效提高生活质量？	购物
21423568	如何布置独居小房间能惬意地生活？	装修
35886615	知名度不如一线，质量却很好的品牌有哪些？	购物推荐
21509929	日本哪些化妆品护肤品特别好？	美容护肤
27702564	每天坚持英语学习为什么还是学不好？	教育
26457306	有哪些有用的人际交往小常识？	心理学
36243693	你听过最酷的一句话是哪句？说这句话的人也一样酷么？	生活
35414364	有哪些可以令人清醒的句子？	生活
30018273	有哪些让你相见恨晚的 PPT 制作技术或知识？	设计
19553905	如何增加一个人的自信？	心理学
35931336	你写论文时发现了哪些神网站？	毕业论文
29064753	长大以后，你悟出过哪些不一样的道理？	生活
19647535	怎么能在旅行时拍出不那么「游客照」的照片？	摄影
38244425	什么样的情境下让你突然有种「心上开出一朵花」的感觉？	生活
23819007	你有什么道理后悔没有早点知道？	生活
22867272	如何变得会聊天？	心理学
41365485	典型的「学生思维」有哪些？	心理学
37167038	你的每日私人成长暗器是什么？	人生
23802668	有哪些让你感叹「写出这种句子的人，我十辈子都追不上了」的句子？	文学
20502275	如何系统地练字？	硬笔书法
31476726	你的手机上有什么很有意思的 App？	Android
28094932	人到底可以有多坏？	生活
37374497	人类都有什么细思极恐的细节？	人性
31637529	有什么道理是开始注重外表几年后才能悟出来的？	美容护肤
24326030	你是通过什么渠道获取一般人不知道的知识和信息的？	互联网
29265697	有哪些有趣的小家具？	设计
24708380	有什么地方让你觉得「哪怕只为了吃都值得特地跑一趟」？	美食
28594126	长时间坚持健身可以一定程度上改变容貌吗？	调查类问题
28902940	有哪些瘦腿的方法？	健康
20872048	男生如何学习服装搭配？	生活
29125576	有哪些令人拍案叫绝的临场反应？	情商
33449950	有哪些你第一眼看到就爱上的句子？	生活
35811067	有哪些好看的高智商悬疑电影？	电影推荐
26560512	学霸们是如何高效率地学习、工作、生活的？	成长
36255080	一个人可以 DIY 出什么有意思的东西？	设计
22921426	要怎样努力，才能成为很厉害的人？	生活
22913650	人这一生为什么要努力？	人生
37206525	哪部电影曾经让你在深夜中痛哭？	影视评论
39367879	有没有什么撩妹高手的举措让你久久不能平复？	调查类问题
25378124	体重 120 斤和 100 斤的世界是完全不同的吗？	健身
23913984	哪些思维方式是你刻意训练过的？	心理学
22347626	做哪些事情可以提升生活品质？	生活方式
22613022	哪些纪录片可以称为「神作」？	电影
24242117	有哪些既高大上又简单的家常菜？	生活
26462748	有哪些网购能买到的冷门却有趣的东西？	淘宝网
21652570	女生应该怎么穿衣服既低调又不俗气？	服饰搭配
40498719	生活中有哪些小事让你意识到了思维的局限性？	心理学
23151702	男女交往最忌讳什么？	情感
26092497	女生如何健身，才能做到穿衣显瘦，形体优美？	身材
24317199	有哪些合适年轻人的服装品牌值得推荐？	生活
26811466	有哪些生活小习惯，慢慢地可以改变一个人的性格或者生活？	调查类问题
22666792	哪些消费不高、不用签证的国家适合旅行？	旅游
20395761	成长过程中，哪些道理让人懂之恨晚？	人生
23111201	世界上正在发生着哪些国内少有人关注的重要变革？	政治
23043155	有哪些 1000 元以下，很少见但高大上的东西？	调查类问题
20687290	没有锻炼基础的人，如何增肌与减脂？	健康
25699277	有哪些电影一定要趁年轻看？	影视评论
39731953	哪些图片让你瞬间明白了什么叫「气质」？	生活
21100397	如何才能拍出一张特别好看的自拍照？	摄影
25695608	约会除了吃饭看电影还有其他项目吗？	生活
20097263	怎么练好英语口语？	学习
31914864	思念到极致是什么感觉？	生活
36688754	减肥期间有哪些低脂又好吃方便的东西？	健康
37050422	月入十万，难吗？	创业
20556024	国内有哪些尚未被过度开发的景点值得一去？	旅游
27346629	好朋友之间是如何变淡的？	生活
36918815	有哪些爆笑恶搞的电影，能把人笑尿的那种？	电影推荐
23421866	哪些专业问题在本专业是常识，但在日常生活中却不被人所知？	专业知识
37248069	有哪些令人拍案叫绝的推理桥段？	电影
20151457	二十多岁该做些什么，将来才不会后悔？	人生
20317867	关于房间的整理与收纳，有什么好的建议？	生活方式
20765142	女孩子平时在家里有哪些健身锻炼的好方法？	女性
19869956	有哪些简洁的人生建议？	生活
20406962	你最孤独的时刻是什么？	生活
24114669	如何系统地学习股市？	投资
22706323	那些年入上百万的人是如何做到的？他们的平均年龄是多少？白手起家的到底多不多？	人生
22614212	为什么现在很多年轻人愿意到北上广深打拼，即使过得异常艰苦，远离亲人，仍然义无反顾？	生活
32189846	有哪些外行人看来很蠢的设计实际上却是精妙无比？	生活
25493003	女生需要哪些基础款鞋子？	生活
27593570	每天花费八小时或以上，在 15-20 天内能学会或完成的事有哪些？	学习
27755599	什么叫做内心强大？怎样变成一个内心强大的人？	生活
31784351	哪些文字绝妙到「一句话就是一个故事」？	文学
19866127	陌生人的哪些事，让你感触很深？	生活
26530272	有没有一些简单好吃又健康而且适合在家做的甜品？	生活
30744932	有哪些适合居住一周的旅游小镇？	旅行
28255870	哪些习惯能让生活变得简洁高效？	人生
20406019	单身职场人士如何利用晚上八点到十点这段时间自我提高？	成长
33555626	有哪些十分惊艳的书值得推荐？	文化
37616118	你经历过哪些事情让你觉得对方「不愧是老手，有智慧！」？	情感
36343659	有哪些人际关系方面的小技巧可以保护自己？	心理学
26398755	为什么有些人明明看起来友善，却总是独来独往？	生活
36172373	你们身边真实发生的最可怕的事情是什么？	调查类问题
27726057	你最喜欢的故事是什么？	文学
35634268	你们家装修是什么样子的，总共花费是多少？	调查类问题
30203356	高度自律是一种怎样的体验？	调查类问题
40646841	最让你震惊的一个杀人案件是什么？	法律
35874887	大神们都存着哪些图片以做回复之用？	生活
30277318	中国真的有很多穷人吗？	教育
20024970	对你职业生涯帮助最大的习惯是什么？它是如何帮助你的？	职场
20603837	商业分析能力是怎样炼成的？	市场营销
19829805	你必讲的笑话是哪个？	人际交往
41799510	你心中一直告诉自己的话是什么？	学习
29064178	什么样的能量才能支撑一个人走过人生的低谷和迷茫？	生活
19552586	最适合在办公室吃的零食是什么？	生活
24023171	一个人旅行有哪些必备神器？	旅游
29083850	不上健身房，有哪些即使是在家里完成也能有良好成效的健身方式 ？	生活方式
29447490	你的私人书单是什么？	文学
36978617	你们见过最好看的家装是怎样的？	生活
23147527	有哪些包装方法让礼物瞬间高大上？	生活常识
30901993	什么话是你当时不懂，后来顿悟的？	生活
38411883	知道后最让你震惊的冷知识是什么？	有趣
22632958	哪些礼仪是一个人必备的？	生活习惯
35720340	哪个瞬间让你突然觉得读书真有用？	生活
30178891	有没有一种让人欲罢不能的学习方法？	心理学
28882548	有哪些非常好看、质量上乘，但在国内缺乏关注的美剧？	美剧推荐
20228439	有哪些不为外行所知的好产品或好品牌？	生活
31819714	有哪些很漂亮而且做起来比较方便的美食？	烹饪
31805456	没钱的女生要注意哪些细节才不会被觉得很 low ，上不了台面？	服饰搭配
21540223	天涯和猫扑上有哪些顶级好帖？	人生
37120133	日本究竟发达到什么程度？	教育
36267481	有哪些小技能是可以通过闲暇时间学到的？	生活
29653125	你经历的最让你觉得人心可怕的事是什么？	社会
30026173	有哪些文艺而有韵味的句子？	文学
36218460	那些曾经轰动一时的新闻事件，都有哪些后续发展？	社会
22590902	如何白手起家挣到一百万？	骗子
33474046	销售最厉害的招数都有哪些？	创业
37271601	有哪些看上去很高大上，但实际很简单的 Ps 技巧？	摄影
19965010	不同行业的真实工作是怎样的？	调查类问题
33220674	我们是如何一步一步走向平庸的？	生活
22256995	哪些广告打动过你？	营销策划
31453881	怎样在一个暑假内变美？	美容护肤
20921841	提高手机摄影水平，有什么心得？	摄影技术
30396590	淘宝上有哪些好看到爆的女装店？	服饰搭配
26530769	有哪些细节之处的好习惯有利于人保持年轻、健康、漂亮的状态？	生活
22825765	不会搭配服饰的女生如何开始系统地学习服装搭配？	服饰搭配
26833590	你在人际交往方面吃过哪些亏？	调查类问题
31755025	有哪些冷门却好用的东西可以网购？	生活方式
27936753	有哪些相貌平凡的人穿出衣服品味的例子？	服饰搭配
25365330	哪些事做起来无聊但坚持越久意义越大？	心理
37496011	你听过最能引起共鸣的话是什么？	文学
29488284	跟优秀的人相处是怎样一种体验？	调查类问题
26702926	淘宝上买衣服，怎么买出质量，穿出品位？	服饰搭配
29762631	历史上有哪些很厉害的骗局？	人性
19732277	应该清楚男友哪些方面才能嫁给他？	婚姻
39501641	被不会撩妹的男人强撩是什么体验？	心理
20732514	知乎上有哪些关于书籍推荐的好问答？	问答专题整理
28484672	如何辨认身边的聪明人？	人际交往
26039287	装修有哪些建议？	调查类问题
22737806	遇见一个合适的人有多难？	恋爱
20354735	有哪些不起眼却非常赚钱的行业？	创业
23444019	23 岁到 35 岁该如何实现资产增值？如何不陷入结婚生孩子买房的恶性循环中？	生活
21368231	自控力极差的人如何自救？	心理学
38708083	你感觉中国最让人不解的是什么？	生活
28058827	当面试官问「你有什么要问我的吗」时，应该问什么？	招聘
23009666	知乎上关于男士的精彩问答有哪些？	生活
35242408	拥有丰富的表情包是一种什么样的体验？	X 是种怎样的体验
19599216	如何提高逻辑思维能力？	逻辑
23325996	100 元以下的价位有什么好喝的酒？	生活
19985122	怎样纠正成年人驼背、耸肩的体态？	生活
19597380	你的第一桶金是如何赚到的？	创业
23010225	你遇到的最文艺的一句话是什么？	文艺
20136746	有哪些适合大学生浏览的网站？	学习
20611196	女孩如何培养穿着打扮的品味？成年后，如何继续提升？	女性
25950263	30 平米的房间中放哪些简单便宜的东西，可以帮助提升情调？	生活
28656794	坚持跑步到底有什么改变？	健身
22515987	做饭给自己一人吃，如何最快速，且营养有保证？	烹饪
26663467	如何让下班之后的生活变得丰富多彩、健康积极？	工作
31377684	你在知乎收藏过的最好的答案是什么？	学习
38437324	旅行拍照穿的超好看（上镜）的衣服有哪些风格？	生活
28866004	你听过的最心酸的一句话是什么？	生活
20829553	女生化妆如何入门？	生活
26677313	你有什么相见恨晚的英语学习方法？	调查类问题
22295122	在清华北大或者其他顶尖985 院校，到底存在不存在智商被碾压这回事？	生活经历
26613082	减肥成功是什么感觉？给生活带来哪些改变？	健身
26980862	什么是「穷人思维」？	生活经历
39284255	女孩子究竟是怎么由丑变美的？	时尚
24278285	女生怎么穿会比较帅气？	服饰搭配
20875474	什么是爱？爱一个人是什么感觉？	情感
28599578	如何恰当地表示愤怒？	心理学
19942068	网络上有哪些免费的教育资源？	学习
23475328	你是如何强迫自己不断学习提升的？	生活方式
36966208	90 年前后出生的人现状如何？	生活
28209703	一个女孩要怎样才算得上精致？	调查类问题
30994199	有哪些好看的负能量电影？	电影推荐
20057894	如何维护长期的恋爱关系？	两性关系
23021337	富人的思考方式是什么？	思考方法
28125763	淘宝上有哪些「神店」？	调查类问题
27652145	新手化妆怎么起步？	女生
20443747	哪款洗发水比较好？理由是什么？	生活
27353387	有哪些细微但是高效有用的习惯？	调查类问题
20727176	有哪些值得推荐的中文字体？	设计
29364545	那些单曲循环过的歌，有哪些句子打动了你？	生活
20829729	有什么适合年轻人的简约时尚的手表？	交流
30161095	为什么「道理都懂，然执行力差」的现象如此普遍？	心理学
39081910	你做了什么事情让大家笑疯？	生活
38181067	哪句台词你永远忘不了？	电影
37018823	装逼成功是怎样一种体验？	生活
24254745	无印良品（MUJI）有哪些值得买的东西？	导购类问题
35564122	年少没多少感觉，长大才恍然大悟、赞叹不已的好书或好文，有哪些？	历史
41594591	有哪些颜值爆表的撩妹零食？	生活
26009615	有哪些鲜为人知，但是很有意思的网站？	生活
31138419	女孩由丑变美是什么样的感觉？	X 是种怎样的体验
20619895	给大学生拟一份通识教育书单，哪些书可入围？	书籍推荐
20772002	工具软件：有哪些工具或者软件堪称神器？	互联网
20237807	知乎在各个领域有哪些值得关注的用户？	知乎用户
38894510	一个人到底可以幽默到什么程度？	人际交往
21018000	什么是「不会聊天」？不会聊天怎么办？	人际交往
33971854	为什么毕业三四年之后，同学之间的差距会这么大？	生活
21939978	iPhone 拍照有哪些技巧？	摄影
20532926	知乎上的高质量回答提供者们是怎样搜集资料的？	知识管理
31809134	孩子需要经历些什么才会明白学业的重要性？	教育
31524027	你见过最人性化的设计是什么？	产品设计
31280604	认为「只有我完美了，别人才会喜欢我」的想法有什么错误，该怎么解决？	生活
31027404	通过跑步瘦下来是怎样一种体验？	健身
36085845	中国现在有哪些值得骄傲的方面？	政治
28323744	有哪些好看极简的手表？	设计
28259314	如何让皮肤变好？	美容护肤
39420364	过去的五年（2011～2015）你经历了哪些重要的人生节点？对现在有哪些影响？	生活
26980854	什么是「富人思维」？	人生
22718708	如何让 PowerPoint 幻灯片「高大上」？	PPT
27648526	哪些地方适合一个人旅行？	人文
20883403	如何做到长时间（4 个小时以上）精神专注？	心理学
20785337	贫富人家的孩子在思维方式上有差异吗？	人际交往
20495563	为什么有的人没有恋爱需求？	心理学
27355234	恋爱中有哪些博弈？	恋爱心理
20220020	跟别人聊天，没有话题，怎么办？	人际交往
39295324	你知道哪些布局精心、长久的骗局？	历史
28389376	颜值中上的女生外在上可以从哪些方面提升形象？	女性
23252705	住过几年的房子，有哪些简单的改造、装修能大大提升幸福感？	生活
24544386	有哪些高级的英语表达技巧，让人一听就感觉很地道？	英语翻译
37174334	在中国，英语流利能给个人带来多少额外的收益？	教育
24718096	中国菜到底有多好吃？	美食
29174887	20 岁女生怎么买到有档次而不奢侈的衣服？	服饰搭配
39319905	你是怎样通过学习改变命运的？	教育
28778713	你是如何从两千多只股票中选出心仪的股票的？	理财
22566396	哪些 iOS 应用让你用了很满意并能提高生活质量？	iPhone
31950251	淘宝上有哪些 9.9 包邮的好东西？	生活
27621722	能利用爬虫技术做到哪些很酷很有趣很有用的事情？	互联网
40155967	你听过哪些赚钱的歪点子？	创业
23171083	什么样的故事才能称得上是神转折？	调查类问题
22716525	很瘦的人该制定怎样的健身计划？	运动
19602183	人最重要的能力是什么？	生活
25274050	女装里有哪些必备的单品？	生活方式
24230372	为什么有的人好像什么都知道但现实中却一事无成？	生活
22808635	怎样才能从英语很糟糕的人变成英语很厉害的人？	英语学习
29528198	哪些思维方式令你受益匪浅？	调查类问题
24247605	现实可以有多残酷？	社会
26234383	女孩应该知道的妇科常识有哪些？	健康
22650133	哪些才艺可以在短期内学会，且易于展示？	学习
23238816	如何保持正确的坐姿？	生活
39408533	有哪些人堪称「神人」，却不为大众所知？	科学
38894816	你买的最失败的东西是什么？	生活
29312659	体现情商低的言行有哪些？	人际交往
26768751	你遇过哪些概率极小的事？	生活
20814703	最能燃起你学习激情的一句话是什么？	调查类问题
23880443	资深驾驶员对新手有哪些建议？	汽车
39532486	你遇到过的坏老师可以有多坏？	生活
32300010	在大学里怎样保持饱满的精神状态？	大学生
24180556	有哪些一天内就能掌握却受用终身的技能？	生活
25983698	你见过的情商最高的行为是什么？	人际交往
21158269	如何用好 Kindle？	亚马逊 (Amazon.com)
26380791	有哪些好的网站，让人第一眼看了就怦然心动，流连忘返？	网页设计 (Web Design)
27741189	Kindle 有哪些鲜为人知的使用技巧？	生活技巧
22945320	什么可以提高大学寝室生活的质量？	寝室神器
21855830	怎样一步步地培养自己的理财能力？	金融
22239539	有哪些男士护肤品值得推荐？	美容护肤
22589920	如何看懂《新闻联播》里的「暗示」？	媒体
22918070	女生怎么健身锻造好身材？	健身减肥
30550212	如何在家里布置一个实用美观的用于书面工作的工作台？	室内设计
38426540	如何文艺地表达「后来，我想通了」？	创作
22337727	哪些日剧可以称为「神作」？	生活
22592866	男人品位的高低从何处体现？	男性
39829502	你有哪些「当时我就懵逼了」的经历？	生活
30400300	北京有哪些深藏不露的餐馆？	美食
37018317	一个人心理成熟的具体表现都有哪些？	生活
26499972	怎么消除脸上痘痘和挤完痘痘留下的斑？	美容护肤
24963590	男装里有哪些必备的单品？	服饰搭配
23617896	女人的温柔从哪里体现？	女性
22034803	好的消费观是怎样的？	女生
41295457	有哪些如「女孩子突然把手伸进领子多半是在捞胸罩肩带」的小秘密？	生活常识
21923064	「上流社会」的生活是怎样的？	生活方式
34490697	女生需要的基本款的秋装有哪些？	时尚
35239964	宇宙中有哪些超出常人想象的现象？	物理学
30603447	贫穷会对人的身心造成多大的影响？	生活
31847982	什么是假性亲密关系（Irrelationship）？	心理学
20758225	什么鞋能耐穿 5-10 年，并且能够搭配休闲裤和牛仔裤？	调查类问题
20357585	如何解决严重的拖延症？	生活
25488688	如何优雅地送妹子礼物？	生活
20890735	怎么投资自己？	生活
28540682	怎么防止被套话？	人际交往
21921531	有什么好用的口红推荐？	美容护肤
22425541	一个人旅行应该怎样自拍？	摄影
22744751	知乎上关于美食的精彩问答有哪些？	问答专题整理
22866524	人既然知道努力就可以进步，为什么还是会不努力？	心理咨询
20228128	女生如何找准自己的穿衣风格，提升衣着品味？	生活
37904962	你见过哪些令你瞠目结舌的神逻辑？	生活
31637520	丧失了喜欢人的能力是怎样的体验？	生活
37904644	你见过哪些令你瞠目结舌的逗逼？	生活
21660743	你见过哪些相见恨晚，特别好用的厨房用具？	生活
40811570	旅行中如何优雅地发朋友圈？	生活
28422616	如何评价雾霾调查《穹顶之下》？	如何评价 X
26533382	有哪些女生必备，或者相对小众但很好用的物品？	调查类问题
27830729	怎样搭配才能显得腿长？	女生
28142056	男生容易被什么感动？	两性关系
39371344	有哪些 200-500 元的生日礼物值得推荐？	生活方式
36225746	在家装里，最划算的投入是什么？	装修
21700285	如何成为一名优秀的女朋友？	恋爱
29129681	如何对待逐渐疏远的朋友？	心理学
22586211	有哪些好玩且耐玩的 iOS 游戏？	游戏推荐
20936737	小时候缺爱成年后如何解决？	心理学
21295246	怎样才算是成熟的男人？	人生
25533083	女生化全妆分为哪些步骤？	化妆
39791312	有没有什么一般人不知道的知识？	生活
23684594	得知越来越多的女大学生被包养，已有的价值观开始动摇怎么办？	女性
26647663	哪些书让你觉得真正跳出了思维框架，观点新颖深刻，对你造成了影响？	调查类问题
39004511	年纪轻轻千万不能碰哪些东西？	生活
20926343	有哪些既不贵又实用好看的书包？	生活
20664570	曾经拥有的巨大财富一夜之间全部失去，是怎样的经历和感受？	调查类问题
37777781	有哪些让你如醍醐灌顶的话？	教育
30396333	同样是姑娘，差距为什么这么大？	人生
29517463	土豪可以多任性？	生活经历
27475550	国内有哪些非常有设计感的 App？	应用（软件）
28226992	学生党如何在淘宝上买到好看便宜又质量好的衣服和鞋子?	时尚
29032897	如何用 100 字写出一个精彩的故事？	生活
30147821	工作两三年后，你悟出什么职场道理？	工作体验
30895291	有哪些比较实用又有格调的 App？	iOS 应用
29598382	你们见过最丑的家装是怎样的？	生活
34430247	作为医生，你有哪些「一般人我都告诉他，但他都不听啊」的忠告？	健康
20693323	正确的慢跑姿势是怎样的？	生活常识
30687810	有哪些旅行的细节极大地提升了整个旅行体验？	旅游
30171430	比毒品还暴利的产品有哪些？	创业
20777633	如何提高逻辑思维能力和表达能力？	「标签」类话题
26753619	如何成为一个优秀的男朋友？	恋爱心理
39314386	你写过或者听过哪些「魔性」的故事？	文学
22638720	中国有哪些逆天的文物？	中国历史
27032155	20 岁做什么，可以在 5 年后受益匪浅？	生活
19564133	男士怎样改进自己的发型？	男性
19566985	有哪些提高英语听力的经验和诀窍？	英语学习
35932798	接受自己平庸的那一刻是什么情境？	生活
26802920	为什么有些人不喜欢出身底层的人？	生活
28438145	不同领域的圣经级书籍有哪些？	调查类问题
26497360	人能控制自己的长相吗？	生理学
19725749	如何有效提高情商？	情感
20694013	如何克服自卑？	生活
19652019	最让你心动的一句表白语是什么？	恋爱
36479507	你有哪些买了又买吃了又吃的零食推荐？	美食
20914771	有哪些有趣且不用很大开销的聚会方式？	游戏
35899680	你们是怎么忍受孤独的？	生活
26844390	你有什么第二职业收入？	调查类问题
26513398	你用过什么性价比超高的彩妆及超级无妆感的底妆？	美容护肤
38718862	有哪些公司给你留下「还好没去这家公司」的印象？	招聘
27486818	知道哪些法律上的小常识可以保护自己？	法律咨询
21568734	如何让自己变成一个有品味的人？	生活
21350123	你有哪些好吃到吐血的零食推荐？	美食
25113620	为什么有些人会害怕接近自己喜欢的人？	人际交往
27603318	单身的时候买哪些东西可以提高幸福感以及生活质量？	美食
24327190	有哪些易读的英文著作？	文学
34147404	哪些神句拯救了你的英文邮件？	生活
38821362	有哪些尚未普及却非常好用的东西？	生活
20874441	如何健康有效地减肥？	减肥
21149815	最好吃的方便面（包括煮面），是哪个牌子的哪种口味？	生活
29759221	一个精英的诞生，家庭因素有多大？	生活
21905681	世界上最没用的东西是什么？	生活
23561870	生活中你有哪些观人术？	心理学
40543633	你认为在我们的周围有哪些很重要却一直鲜为人知的事？	生活
36396890	有哪些听起来高大上实际上很普通的东西？	生活
32674678	有一个会做饭的女友是一种怎样的体验？	美食
21049171	有品质、有趣、有腔调、有范儿的男生是什么样的？怎么样让自己变成这样？	男性
24135104	有哪些有意思的执照值得去考？	考试
36556126	名校出身却不从事本专业的毕业生们，你们是做了怎样的选择？	大学
25303181	唱歌时候的气息如何练习？	声乐
27282113	有哪些看似荒谬，其实很科学的理论？	社会
23228246	如何纠正驼背和骨盆前倾？	健康
25435876	什么样的讲话算「有水平」？	生活
21933888	你和恋人发过最记忆深刻的短信/微信/段子是什么？	情感
29077475	在你的专业里，有什么基础知识是和普通人的认识不相符的？	调查类问题
20058943	网络上有哪些值得推荐的、内容深刻的视频公开课？	教育
27509931	有哪些 100 元以下，实用且贴心，用了之后相见恨晚甚至感动出泪的东西？	购物
21951125	女生如何不臃肿地穿衣过冬？	生活
22544594	在工作和生活中你有哪些「黑色」的方法、技巧、经验？	调查类问题
26931337	女朋友的哪些缺点最让男人受不了？	恋爱
24550268	上海有哪些深藏不露的餐馆？	旅游
19895789	你爱上某一个人时，最奇特的一次是因为什么？	恋爱
25670119	为什么有些人很聪明？他们遇到问题时的思维方式与我们差别在哪呢？	智商
33453309	如何从一个空有上进心的人，变成行动上的巨人？	努力
19681562	怎么减肥？ 怎么样在保证身体健康的情况下，有效减少体脂含量？	生活
19957581	TED 哪个演讲最打动你？	学习
20843119	拍照的时候怎么让表情自然？	摄影
28056987	男生需要的基本款的鞋子有哪些？	服饰搭配
34810002	有哪些笑完之后发人深省的笑话？	生活
20462634	考研该怎样准备？	就业方向
19926207	知乎上有哪些不错的收藏夹值得推荐？	知乎
24122524	中国有什么好玩又冷门的城市？	旅游
39547745	如何看待 Facebook 上大陆网民用表情包回复台湾网民？	两岸关系与发展
22362283	日本旅游自助会比跟团贵吗？	旅行
27447181	如何避免化的妆很脏？	时尚
28923765	年轻一定要奋斗吗？	职业规划
24776539	添置什么东西能够提高家居质感？	生活方式
21738388	有哪些低调且有质感的、性价比较高的小众品牌？	调查类问题
19793912	自学日语，从零基础到 JLPT N2 水平需要多久？	学习
20225595	未来 10	20 年，什么行业会快速发展？
33544394	你认为朋友圈最好笑的「点开全文」有哪些？	微信朋友圈
31980071	有哪些作品表面三观极正，骨子里三观极歪？	生活
27039705	刻奇（Kitsch）是什么？如何克服刻奇？	心理咨询
39405851	有没有什么撩汉高手的举措让你久久不能平复？	生活
22753039	如何进行系统地拉伸？	健身
25075075	3000 块钱能去哪些地方穷游？	旅游
22337430	若远离酒色，怎么能享受生活的乐趣？	心理学
20767147	自己过于在意别人想法，如何克服？	生活
28740834	有哪些第一眼就征服了你的句子？	调查类问题
19612472	零基础如何自学吉他？	生活
34100208	为什么随着时间的推移，恋人身上的缺点会变得越来越难以忍受？	心理学
27914845	Photoshop 有什么技巧让你相见恨晚？	设计
20184884	优秀简历要遵循哪些规则？	求职
22827881	家居中有哪些设计不合理的地方？	生活
27103265	有哪些机智的圆场故事？	人际交往
25710791	旅行真的能使人改变吗？	生活
21180320	中国互联网有哪些黑色产业链？	信息技术（IT）
41380989	每天坚持跑步，或者慢跑真正带给你了什么？	健康
21097892	如何保持精力充沛，有效避免困、倦、疲、乏等不良生理状况？	健康
22798242	生活中最让你怦然心动的时刻是什么？	恋爱心理
28875177	淘宝上有哪些好看到爆的男装店？	服饰搭配
29727952	《红楼梦》中有哪些细思恐极的细节？	文学
22547649	有哪些内容充实、可用来打发时间且会有收获的好网站？	学习
36766890	怎样做才能不虚度大学的时光？	职业规划
20830287	出国留学的意义是什么？	调查类问题
22678622	iPad 上有哪些实用得令人惊艳的 App？	iPad 应用
30375859	从不主动联系是感情冷淡吗？	生活
39957694	眼看着自己所在行业日渐衰退是怎样一种体验？	X 是种怎样的体验
33423287	你所见到过的学习最勤奋的人的故事是什么？	教育
41119071	不好的运气可以多大程度上毁掉一个人的努力？	个人成长
26828496	为什么我书读得越多，越看不起周围的人？	心理学
23513628	男女交往中男性的核心竞争力是什么？	恋爱
29964630	有哪些像《极简欧洲史》这样好读又深入的历史类书籍？	阅读
24243644	成年了想投资股票，该如何入门？	股票入门
31818264	哪些行为会让你觉得对方很高级很有教养？	生活
26072319	要想穿衣服好看，男生需要练好哪几块肌肉？	健身
20089978	白手起家还适用我们这个年代吗？是否还有人能真正做到？	创业
33913345	你看过哪些小而精致的卧室？	装修
19661829	经济学入门必读书籍有哪些值得推荐？	调查类问题
26792975	你认为人性最大的「恶」是什么？	人生
37885340	2015 年你心目中的十大佳片有哪些？	电影
28893681	赚钱的逻辑是什么？什么规律或观念使人与人赚的钱产生了巨大差别？	创业
19763541	失眠最好的治疗方法是什么？	生活
21388193	知乎都有哪些值得推荐的专栏？	知乎专栏
20161454	大学四年应当如何度过？	大学生活
32234146	男孩由丑变帅是什么样的感觉？	男性
20250938	女生怎么追男生？	情感
20499534	如何有效率地制作 PPT？	生活常识
26344285	25 岁，开始害怕 30 岁还碌碌无为，却不知道如何前进，该怎么办？	学习
36359696	2015 年「双十一」有哪些值得购买的商品？	淘宝网
